text,sentiment,cleaning,casefolding,tokenizing,normalisasi,stopword,steeming,cleaned
"jauh-jauh ke sini eh nyari nya bakso juga yah __laugh__ . karena udara bandung itu cocok nya makan yang hangat-hangat begini . kebetulan bertemu dengan tempat ini , enak untuk kongkow-kongkow , selain bakso banyak menu lain dan semuanya mengoda selera , hanya belum sempat coba semua , masih focus ke bakso malang ini . pokok nya makyuss dah !",positive,jauh jauh ke sini eh nyari nya bakso juga yah laugh karena udara bandung itu cocok nya makan yang hangat hangat begini kebetulan bertemu dengan tempat ini enak untuk kongkow kongkow selain bakso banyak menu lain dan semuanya mengoda selera hanya belum sempat coba semua masih focus ke bakso malang ini pokok nya makyuss dah ,jauh jauh ke sini eh nyari nya bakso juga yah laugh karena udara bandung itu cocok nya makan yang hangat hangat begini kebetulan bertemu dengan tempat ini enak untuk kongkow kongkow selain bakso banyak menu lain dan semuanya mengoda selera hanya belum sempat coba semua masih focus ke bakso malang ini pokok nya makyuss dah ,"['jauh', 'jauh', 'ke', 'sini', 'eh', 'nyari', 'nya', 'bakso', 'juga', 'yah', 'laugh', 'karena', 'udara', 'bandung', 'itu', 'cocok', 'nya', 'makan', 'yang', 'hangat', 'hangat', 'begini', 'kebetulan', 'bertemu', 'dengan', 'tempat', 'ini', 'enak', 'untuk', 'kongkow', 'kongkow', 'selain', 'bakso', 'banyak', 'menu', 'lain', 'dan', 'semuanya', 'mengoda', 'selera', 'hanya', 'belum', 'sempat', 'coba', 'semua', 'masih', 'focus', 'ke', 'bakso', 'malang', 'ini', 'pokok', 'nya', 'makyuss', 'dah']","['jauh', 'jauh', 'ke', 'sini', 'eh', 'nyari', 'nya', 'bakso', 'juga', 'ya', 'laugh', 'karena', 'udara', 'bandung', 'itu', 'cocok', 'nya', 'makan', 'yang', 'hangat', 'hangat', 'begini', 'kebetulan', 'bertemu', 'dengan', 'tempat', 'ini', 'enak', 'untuk', 'kongkow', 'kongkow', 'selain', 'bakso', 'banyak', 'menu', 'lain', 'dan', 'semuanya', 'mengoda', 'selera', 'hanya', 'belum', 'sempat', 'coba', 'semua', 'masih', 'focus', 'ke', 'bakso', 'malang', 'ini', 'pokok', 'nya', 'makyuss', 'dah']","['eh', 'nyari', 'nya', 'bakso', 'ya', 'laugh', 'udara', 'bandung', 'cocok', 'nya', 'makan', 'hangat', 'hangat', 'bertemu', 'enak', 'kongkow', 'kongkow', 'bakso', 'menu', 'mengoda', 'selera', 'coba', 'focus', 'bakso', 'malang', 'pokok', 'nya', 'makyuss', 'dah']","['eh', 'nyari', 'nya', 'bakso', 'ya', 'laugh', 'udara', 'bandung', 'cocok', 'nya', 'makan', 'hangat', 'hangat', 'temu', 'enak', 'kongkow', 'kongkow', 'bakso', 'menu', 'koda', 'selera', 'coba', 'focus', 'bakso', 'malang', 'pokok', 'nya', 'makyuss', 'dah']",eh nyari nya bakso ya laugh udara bandung cocok nya makan hangat hangat temu enak kongkow kongkow bakso menu koda selera coba focus bakso malang pokok nya makyuss dah
sebuah harapan dilontarkan komisi pemberantasan korupsi kpk terhadap terdakwa korupsi e-ktp setya novanto .,neutral,sebuah harapan dilontarkan komisi pemberantasan korupsi kpk terhadap terdakwa korupsi e ktp setya novanto ,sebuah harapan dilontarkan komisi pemberantasan korupsi kpk terhadap terdakwa korupsi e ktp setya novanto ,"['sebuah', 'harapan', 'dilontarkan', 'komisi', 'pemberantasan', 'korupsi', 'kpk', 'terhadap', 'terdakwa', 'korupsi', 'e', 'ktp', 'setya', 'novanto']","['sebuah', 'harapan', 'dilontarkan', 'komisi', 'pemberantasan', 'korupsi', 'kpk', 'terhadap', 'terdakwa', 'korupsi', 'e', 'ktp', 'setya', 'novanto']","['harapan', 'dilontarkan', 'komisi', 'pemberantasan', 'korupsi', 'kpk', 'terdakwa', 'korupsi', 'e', 'ktp', 'setya', 'novanto']","['harap', 'lontar', 'komisi', 'berantas', 'korupsi', 'kpk', 'dakwa', 'korupsi', 'e', 'ktp', 'setya', 'novanto']",harap lontar komisi berantas korupsi kpk dakwa korupsi e ktp setya novanto
otak nya kok cetek banget . kalau saya sih tidak perlu . yang saya perlu . sudah begitu saja . simpel .,negative,otak nya kok cetek banget kalau saya sih tidak perlu yang saya perlu sudah begitu saja simpel ,otak nya kok cetek banget kalau saya sih tidak perlu yang saya perlu sudah begitu saja simpel ,"['otak', 'nya', 'kok', 'cetek', 'banget', 'kalau', 'saya', 'sih', 'tidak', 'perlu', 'yang', 'saya', 'perlu', 'sudah', 'begitu', 'saja', 'simpel']","['otak', 'nya', 'kok', 'cetek', 'banget', 'kalau', 'saya', 'sih', 'tidak', 'perlu', 'yang', 'saya', 'perlu', 'sudah', 'begitu', 'saja', 'simpel']","['otak', 'nya', 'cetek', 'banget', 'sih', 'simpel']","['otak', 'nya', 'cetek', 'banget', 'sih', 'simpel']",otak nya cetek banget sih simpel
"saya ke sini bersama rombongan teman dan tertarik karena kata nya pemandangan nya bagus . setelah menyaksikan sendiri , saya setuju dengan pemandangan bagus yang ditawarkan kafe ini . namun harus memilih tempat area non smoking untuk menikmti pemandangan yang bagus . saya memesan tenderloin steak dengan daging yang lembut disajikan dengan fried potato dan saus mushroom . namun rasanya tidak terlalu istimewa jika dibandingkan harga nya yang lumayan mahal .",negative,saya ke sini bersama rombongan teman dan tertarik karena kata nya pemandangan nya bagus setelah menyaksikan sendiri saya setuju dengan pemandangan bagus yang ditawarkan kafe ini namun harus memilih tempat area non smoking untuk menikmti pemandangan yang bagus saya memesan tenderloin steak dengan daging yang lembut disajikan dengan fried potato dan saus mushroom namun rasanya tidak terlalu istimewa jika dibandingkan harga nya yang lumayan mahal ,saya ke sini bersama rombongan teman dan tertarik karena kata nya pemandangan nya bagus setelah menyaksikan sendiri saya setuju dengan pemandangan bagus yang ditawarkan kafe ini namun harus memilih tempat area non smoking untuk menikmti pemandangan yang bagus saya memesan tenderloin steak dengan daging yang lembut disajikan dengan fried potato dan saus mushroom namun rasanya tidak terlalu istimewa jika dibandingkan harga nya yang lumayan mahal ,"['saya', 'ke', 'sini', 'bersama', 'rombongan', 'teman', 'dan', 'tertarik', 'karena', 'kata', 'nya', 'pemandangan', 'nya', 'bagus', 'setelah', 'menyaksikan', 'sendiri', 'saya', 'setuju', 'dengan', 'pemandangan', 'bagus', 'yang', 'ditawarkan', 'kafe', 'ini', 'namun', 'harus', 'memilih', 'tempat', 'area', 'non', 'smoking', 'untuk', 'menikmti', 'pemandangan', 'yang', 'bagus', 'saya', 'memesan', 'tenderloin', 'steak', 'dengan', 'daging', 'yang', 'lembut', 'disajikan', 'dengan', 'fried', 'potato', 'dan', 'saus', 'mushroom', 'namun', 'rasanya', 'tidak', 'terlalu', 'istimewa', 'jika', 'dibandingkan', 'harga', 'nya', 'yang', 'lumayan', 'mahal']","['saya', 'ke', 'sini', 'bersama', 'rombongan', 'teman', 'dan', 'tertarik', 'karena', 'kata', 'nya', 'pemandangan', 'nya', 'bagus', 'setelah', 'menyaksikan', 'sendiri', 'saya', 'setuju', 'dengan', 'pemandangan', 'bagus', 'yang', 'ditawarkan', 'kafe', 'ini', 'namun', 'harus', 'memilih', 'tempat', 'area', 'non', 'smoking', 'untuk', 'menikmti', 'pemandangan', 'yang', 'bagus', 'saya', 'memesan', 'tenderloin', 'steak', 'dengan', 'daging', 'yang', 'lembut', 'disajikan', 'dengan', 'fried', 'potato', 'dan', 'saus', 'mushroom', 'namun', 'rasanya', 'tidak', 'terlalu', 'istimewa', 'jika', 'dibandingkan', 'harga', 'nya', 'yang', 'lumayan', 'mahal']","['rombongan', 'teman', 'tertarik', 'nya', 'pemandangan', 'nya', 'bagus', 'menyaksikan', 'setuju', 'pemandangan', 'bagus', 'ditawarkan', 'kafe', 'memilih', 'area', 'non', 'smoking', 'menikmti', 'pemandangan', 'bagus', 'memesan', 'tenderloin', 'steak', 'daging', 'lembut', 'disajikan', 'fried', 'potato', 'saus', 'mushroom', 'istimewa', 'dibandingkan', 'harga', 'nya', 'lumayan', 'mahal']","['rombong', 'teman', 'tarik', 'nya', 'pandang', 'nya', 'bagus', 'saksi', 'tuju', 'pandang', 'bagus', 'tawar', 'kafe', 'pilih', 'area', 'non', 'smoking', 'menikmti', 'pandang', 'bagus', 'mes', 'tenderloin', 'steak', 'daging', 'lembut', 'saji', 'fried', 'potato', 'saus', 'mushroom', 'istimewa', 'banding', 'harga', 'nya', 'lumayan', 'mahal']",rombong teman tarik nya pandang nya bagus saksi tuju pandang bagus tawar kafe pilih area non smoking menikmti pandang bagus mes tenderloin steak daging lembut saji fried potato saus mushroom istimewa banding harga nya lumayan mahal
"ini pertama kali saya makan abuba steak di luar jakarta . rasanya agak berbeda dengan yang saya biasa nikmati di abuba steak jakarta . kurang enak . suasana restoran nya oke . toilet nya sudah agak tua , harus sedikit diperbaharui",negative,ini pertama kali saya makan abuba steak di luar jakarta rasanya agak berbeda dengan yang saya biasa nikmati di abuba steak jakarta kurang enak suasana restoran nya oke toilet nya sudah agak tua harus sedikit diperbaharui,ini pertama kali saya makan abuba steak di luar jakarta rasanya agak berbeda dengan yang saya biasa nikmati di abuba steak jakarta kurang enak suasana restoran nya oke toilet nya sudah agak tua harus sedikit diperbaharui,"['ini', 'pertama', 'kali', 'saya', 'makan', 'abuba', 'steak', 'di', 'luar', 'jakarta', 'rasanya', 'agak', 'berbeda', 'dengan', 'yang', 'saya', 'biasa', 'nikmati', 'di', 'abuba', 'steak', 'jakarta', 'kurang', 'enak', 'suasana', 'restoran', 'nya', 'oke', 'toilet', 'nya', 'sudah', 'agak', 'tua', 'harus', 'sedikit', 'diperbaharui']","['ini', 'pertama', 'kali', 'saya', 'makan', 'abuba', 'steak', 'di', 'luar', 'jakarta', 'rasanya', 'agak', 'berbeda', 'dengan', 'yang', 'saya', 'biasa', 'nikmati', 'di', 'abuba', 'steak', 'jakarta', 'kurang', 'enak', 'suasana', 'restoran', 'nya', 'oke', 'toilet', 'nya', 'sudah', 'agak', 'tua', 'harus', 'sedikit', 'diperbaharui']","['kali', 'makan', 'abuba', 'steak', 'jakarta', 'berbeda', 'nikmati', 'abuba', 'steak', 'jakarta', 'enak', 'suasana', 'restoran', 'nya', 'oke', 'toilet', 'nya', 'tua', 'diperbaharui']","['kali', 'makan', 'abuba', 'steak', 'jakarta', 'beda', 'nikmat', 'abuba', 'steak', 'jakarta', 'enak', 'suasana', 'restoran', 'nya', 'oke', 'toilet', 'nya', 'tua', 'baharu']",kali makan abuba steak jakarta beda nikmat abuba steak jakarta enak suasana restoran nya oke toilet nya tua baharu
"saya diajak ke sini oleh teman saya yang sedang kuliah di bandung , pertama diajak saya kira seperti cabe rawit yang ada di dekat unpar , ternyata jauh berbeda , tempat ini letak nya sangat strategis dekat dengan jalan . dago dan memiliki pilihan menu yang cukup banyak . suasana nya sendiri sangat nyaman , mendukung untuk duduk lama untuk mengobrol sambil makan dan minum . kualitas makanan dan minuman nya pun rasanya enak .",positive,saya diajak ke sini oleh teman saya yang sedang kuliah di bandung pertama diajak saya kira seperti cabe rawit yang ada di dekat unpar ternyata jauh berbeda tempat ini letak nya sangat strategis dekat dengan jalan dago dan memiliki pilihan menu yang cukup banyak suasana nya sendiri sangat nyaman mendukung untuk duduk lama untuk mengobrol sambil makan dan minum kualitas makanan dan minuman nya pun rasanya enak ,saya diajak ke sini oleh teman saya yang sedang kuliah di bandung pertama diajak saya kira seperti cabe rawit yang ada di dekat unpar ternyata jauh berbeda tempat ini letak nya sangat strategis dekat dengan jalan dago dan memiliki pilihan menu yang cukup banyak suasana nya sendiri sangat nyaman mendukung untuk duduk lama untuk mengobrol sambil makan dan minum kualitas makanan dan minuman nya pun rasanya enak ,"['saya', 'diajak', 'ke', 'sini', 'oleh', 'teman', 'saya', 'yang', 'sedang', 'kuliah', 'di', 'bandung', 'pertama', 'diajak', 'saya', 'kira', 'seperti', 'cabe', 'rawit', 'yang', 'ada', 'di', 'dekat', 'unpar', 'ternyata', 'jauh', 'berbeda', 'tempat', 'ini', 'letak', 'nya', 'sangat', 'strategis', 'dekat', 'dengan', 'jalan', 'dago', 'dan', 'memiliki', 'pilihan', 'menu', 'yang', 'cukup', 'banyak', 'suasana', 'nya', 'sendiri', 'sangat', 'nyaman', 'mendukung', 'untuk', 'duduk', 'lama', 'untuk', 'mengobrol', 'sambil', 'makan', 'dan', 'minum', 'kualitas', 'makanan', 'dan', 'minuman', 'nya', 'pun', 'rasanya', 'enak']","['saya', 'diajak', 'ke', 'sini', 'oleh', 'teman', 'saya', 'yang', 'sedang', 'kuliah', 'di', 'bandung', 'pertama', 'diajak', 'saya', 'kira', 'seperti', 'cabe', 'rawit', 'yang', 'ada', 'di', 'dekat', 'unpar', 'ternyata', 'jauh', 'berbeda', 'tempat', 'ini', 'letak', 'nya', 'sangat', 'strategis', 'dekat', 'dengan', 'jalan', 'dago', 'dan', 'memiliki', 'pilihan', 'menu', 'yang', 'cukup', 'banyak', 'suasana', 'nya', 'sendiri', 'sangat', 'nyaman', 'mendukung', 'untuk', 'duduk', 'lama', 'untuk', 'mengobrol', 'sambil', 'makan', 'dan', 'minum', 'kualitas', 'makanan', 'dan', 'minuman', 'nya', 'pun', 'rasanya', 'enak']","['diajak', 'teman', 'kuliah', 'bandung', 'diajak', 'cabe', 'rawit', 'unpar', 'berbeda', 'letak', 'nya', 'strategis', 'jalan', 'dago', 'memiliki', 'pilihan', 'menu', 'suasana', 'nya', 'nyaman', 'mendukung', 'duduk', 'mengobrol', 'makan', 'minum', 'kualitas', 'makanan', 'minuman', 'nya', 'enak']","['ajak', 'teman', 'kuliah', 'bandung', 'ajak', 'cabe', 'rawit', 'unpar', 'beda', 'letak', 'nya', 'strategis', 'jalan', 'dago', 'milik', 'pilih', 'menu', 'suasana', 'nya', 'nyaman', 'dukung', 'duduk', 'obrol', 'makan', 'minum', 'kualitas', 'makan', 'minum', 'nya', 'enak']",ajak teman kuliah bandung ajak cabe rawit unpar beda letak nya strategis jalan dago milik pilih menu suasana nya nyaman dukung duduk obrol makan minum kualitas makan minum nya enak
"tidak banyak bicara langsung to dipoin saja , semua menu yang di suguh kan paling enak deh , apalagi ditunjangdengan tempat yang bersih , eh nyaman deh . tahun depan kami sekeluarga akan berkunjung lagi kemari .",positive,tidak banyak bicara langsung to dipoin saja semua menu yang di suguh kan paling enak deh apalagi ditunjangdengan tempat yang bersih eh nyaman deh tahun depan kami sekeluarga akan berkunjung lagi kemari ,tidak banyak bicara langsung to dipoin saja semua menu yang di suguh kan paling enak deh apalagi ditunjangdengan tempat yang bersih eh nyaman deh tahun depan kami sekeluarga akan berkunjung lagi kemari ,"['tidak', 'banyak', 'bicara', 'langsung', 'to', 'dipoin', 'saja', 'semua', 'menu', 'yang', 'di', 'suguh', 'kan', 'paling', 'enak', 'deh', 'apalagi', 'ditunjangdengan', 'tempat', 'yang', 'bersih', 'eh', 'nyaman', 'deh', 'tahun', 'depan', 'kami', 'sekeluarga', 'akan', 'berkunjung', 'lagi', 'kemari']","['tidak', 'banyak', 'bicara', 'langsung', 'tapi', 'dipoin', 'saja', 'semua', 'menu', 'yang', 'di', 'suguh', 'kan', 'paling', 'enak', 'deh', 'apalagi', 'ditunjangdengan', 'tempat', 'yang', 'bersih', 'eh', 'nyaman', 'deh', 'tahun', 'depan', 'kami', 'sekeluarga', 'akan', 'berkunjung', 'lagi', 'kemari']","['bicara', 'langsung', 'dipoin', 'menu', 'suguh', 'enak', 'deh', 'ditunjangdengan', 'bersih', 'eh', 'nyaman', 'deh', 'sekeluarga', 'berkunjung', 'kemari']","['bicara', 'langsung', 'poin', 'menu', 'suguh', 'enak', 'deh', 'ditunjangdengan', 'bersih', 'eh', 'nyaman', 'deh', 'keluarga', 'kunjung', 'kemari']",bicara langsung poin menu suguh enak deh ditunjangdengan bersih eh nyaman deh keluarga kunjung kemari
senang banget bisa menemukan bk di bandung . saya suka whopper . tempat nya juga asyik dari parkiran juga dekat . awal nya sempat bingung mencari dalam mal . tahu tahu nya pas di depan sekali dekat parkiran :,positive,senang banget bisa menemukan bk di bandung saya suka whopper tempat nya juga asyik dari parkiran juga dekat awal nya sempat bingung mencari dalam mal tahu tahu nya pas di depan sekali dekat parkiran ,senang banget bisa menemukan bk di bandung saya suka whopper tempat nya juga asyik dari parkiran juga dekat awal nya sempat bingung mencari dalam mal tahu tahu nya pas di depan sekali dekat parkiran ,"['senang', 'banget', 'bisa', 'menemukan', 'bk', 'di', 'bandung', 'saya', 'suka', 'whopper', 'tempat', 'nya', 'juga', 'asyik', 'dari', 'parkiran', 'juga', 'dekat', 'awal', 'nya', 'sempat', 'bingung', 'mencari', 'dalam', 'mal', 'tahu', 'tahu', 'nya', 'pas', 'di', 'depan', 'sekali', 'dekat', 'parkiran']","['senang', 'banget', 'bisa', 'menemukan', 'bk', 'di', 'bandung', 'saya', 'suka', 'whopper', 'tempat', 'nya', 'juga', 'asyik', 'dari', 'parkiran', 'juga', 'dekat', 'awal', 'nya', 'sempat', 'bingung', 'mencari', 'dalam', 'mal', 'tahu', 'tahu', 'nya', 'pas', 'di', 'depan', 'sekali', 'dekat', 'parkiran']","['senang', 'banget', 'menemukan', 'bk', 'bandung', 'suka', 'whopper', 'nya', 'asyik', 'parkiran', 'nya', 'bingung', 'mencari', 'mal', 'nya', 'pas', 'parkiran']","['senang', 'banget', 'temu', 'bk', 'bandung', 'suka', 'whopper', 'nya', 'asyik', 'parkir', 'nya', 'bingung', 'cari', 'mal', 'nya', 'pas', 'parkir']",senang banget temu bk bandung suka whopper nya asyik parkir nya bingung cari mal nya pas parkir
tempat nya seperti rumah biasa namun sangat nyaman dan udara nya sangat sejuk . terima kasih banget pelayanan nya dari pak rudi yang sangat hospitality . wine cukup lengkap di sini ditambah suasana nya yang sepi dan dingin mendukung untuk mewine . di burgundy terdapat ruang vip untuk keluarga dengan dilengkapi cerobong asap . direkomendasikan buat anda .,positive,tempat nya seperti rumah biasa namun sangat nyaman dan udara nya sangat sejuk terima kasih banget pelayanan nya dari pak rudi yang sangat hospitality wine cukup lengkap di sini ditambah suasana nya yang sepi dan dingin mendukung untuk mewine di burgundy terdapat ruang vip untuk keluarga dengan dilengkapi cerobong asap direkomendasikan buat anda ,tempat nya seperti rumah biasa namun sangat nyaman dan udara nya sangat sejuk terima kasih banget pelayanan nya dari pak rudi yang sangat hospitality wine cukup lengkap di sini ditambah suasana nya yang sepi dan dingin mendukung untuk mewine di burgundy terdapat ruang vip untuk keluarga dengan dilengkapi cerobong asap direkomendasikan buat anda ,"['tempat', 'nya', 'seperti', 'rumah', 'biasa', 'namun', 'sangat', 'nyaman', 'dan', 'udara', 'nya', 'sangat', 'sejuk', 'terima', 'kasih', 'banget', 'pelayanan', 'nya', 'dari', 'pak', 'rudi', 'yang', 'sangat', 'hospitality', 'wine', 'cukup', 'lengkap', 'di', 'sini', 'ditambah', 'suasana', 'nya', 'yang', 'sepi', 'dan', 'dingin', 'mendukung', 'untuk', 'mewine', 'di', 'burgundy', 'terdapat', 'ruang', 'vip', 'untuk', 'keluarga', 'dengan', 'dilengkapi', 'cerobong', 'asap', 'direkomendasikan', 'buat', 'anda']","['tempat', 'nya', 'seperti', 'rumah', 'biasa', 'namun', 'sangat', 'nyaman', 'dan', 'udara', 'nya', 'sangat', 'sejuk', 'terima', 'kasih', 'banget', 'pelayanan', 'nya', 'dari', 'pak', 'rudi', 'yang', 'sangat', 'hospitality', 'wine', 'cukup', 'lengkap', 'di', 'sini', 'ditambah', 'suasana', 'nya', 'yang', 'sepi', 'dan', 'dingin', 'mendukung', 'untuk', 'mewine', 'di', 'burgundy', 'terdapat', 'ruang', 'vip', 'untuk', 'keluarga', 'dengan', 'dilengkapi', 'cerobong', 'asap', 'direkomendasikan', 'buat', 'anda']","['nya', 'rumah', 'nyaman', 'udara', 'nya', 'sejuk', 'terima', 'kasih', 'banget', 'pelayanan', 'nya', 'rudi', 'hospitality', 'wine', 'lengkap', 'ditambah', 'suasana', 'nya', 'sepi', 'dingin', 'mendukung', 'mewine', 'burgundy', 'ruang', 'vip', 'keluarga', 'dilengkapi', 'cerobong', 'asap', 'direkomendasikan']","['nya', 'rumah', 'nyaman', 'udara', 'nya', 'sejuk', 'terima', 'kasih', 'banget', 'layan', 'nya', 'rudi', 'hospitality', 'wine', 'lengkap', 'tambah', 'suasana', 'nya', 'sepi', 'dingin', 'dukung', 'mewine', 'burgundy', 'ruang', 'vip', 'keluarga', 'lengkap', 'cerobong', 'asap', 'rekomendasi']",nya rumah nyaman udara nya sejuk terima kasih banget layan nya rudi hospitality wine lengkap tambah suasana nya sepi dingin dukung mewine burgundy ruang vip keluarga lengkap cerobong asap rekomendasi
"bikin pegal juga enak bebas macet , coba sipil yang paket , terus jalanan macet ya segel",negative,bikin pegal juga enak bebas macet coba sipil yang paket terus jalanan macet ya segel,bikin pegal juga enak bebas macet coba sipil yang paket terus jalanan macet ya segel,"['bikin', 'pegal', 'juga', 'enak', 'bebas', 'macet', 'coba', 'sipil', 'yang', 'paket', 'terus', 'jalanan', 'macet', 'ya', 'segel']","['bikin', 'pegal', 'juga', 'enak', 'bebas', 'macet', 'coba', 'sipil', 'yang', 'paket', 'terus', 'jalanan', 'macet', 'ya', 'segel']","['bikin', 'pegal', 'enak', 'bebas', 'macet', 'coba', 'sipil', 'paket', 'jalanan', 'macet', 'ya', 'segel']","['bikin', 'pegal', 'enak', 'bebas', 'macet', 'coba', 'sipil', 'paket', 'jalan', 'macet', 'ya', 'segel']",bikin pegal enak bebas macet coba sipil paket jalan macet ya segel
